video,frame,time_seconds,ok,reason,feature_count,tracked_count,inlier_count,inlier_ratio,inlier_coverage_x,inlier_coverage_y,translation_x_px,translation_y_px,translation_px,rotation_deg,scale,scale_delta
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,1,0.01662607770169143,True,ok,800,800,800,1.0,0.6254559755325317,0.7581093311309814,0.023315251358371036,0.023292338265281716,0.03295654666023625,3.37896204455964e-05,0.999953428315122,-4.657168487798291e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,2,0.03325215540338286,True,ok,800,800,796,0.995,0.6215476989746094,0.7574142217636108,-0.02492461384225393,0.0022664733726713293,0.02502745046413047,-0.001956859978591145,1.0000149665070732,1.496650707322189e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,3,0.0498782331050743,True,ok,800,800,800,1.0,0.623866617679596,0.7571825981140137,-0.0017833054453643194,-0.0008893296257577416,0.0019927582629903806,0.0007785582184751262,1.0000065777003906,6.577700390586472e-06
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,4,0.06650431080676572,True,ok,800,800,800,1.0,0.6245700716972351,0.7571825981140137,-0.005261324082263624,-0.006856081473583575,0.008642186313139927,-0.0004989133315426009,1.0000168769582118,1.6876958211842208e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,5,0.08313038850845716,True,ok,800,800,800,1.0,0.6130797266960144,0.7581093311309814,0.013570302436084293,-0.010537424738553347,0.017181106725920523,0.0018415735712625783,0.9999998089746853,-1.910253146775176e-07
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,6,0.0997564662101486,True,ok,800,800,800,1.0,0.6091974973678589,0.759036123752594,0.002100497931801353,0.011054480993374263,0.011252272730180984,-0.0005782028370038144,0.9999898630428928,-1.0136957107165223e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,7,0.11638254391184003,True,ok,800,800,800,1.0,0.6093538403511047,0.7581093311309814,-0.006465350423823818,-0.00012197077195998801,0.006466500829045902,-0.0007723996502068634,0.9999990944478634,-9.055521366096997e-07
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,8,0.13300862161353144,True,ok,800,800,800,1.0,0.6071130633354187,0.7572288513183594,0.010752723692690305,-0.012999934227961085,0.016870665569047878,0.0019612026998200734,1.0000061539594303,6.153959430266198e-06
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,9,0.14963469931522289,True,ok,800,800,800,1.0,0.6071130633354187,0.7581093311309814,-0.016746487418624778,-0.0036567393652612024,0.017141078835581174,-0.0006323007353515917,1.000015752964837,1.5752964837023598e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,10,0.16626077701691433,True,ok,800,800,800,1.0,0.6130276322364807,0.7581556439399719,0.010185480278167342,0.011964850149886505,0.015713104327476954,-0.0006865432771829619,0.9999754739452424,-2.4526054757556537e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,11,0.18288685471860575,True,ok,800,800,800,1.0,0.6160239577293396,0.7571825981140137,-0.019461144298499433,0.00014198903295259413,0.019461662269510686,-0.0007677165597103821,1.0000292312661208,2.9231266120754995e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,12,0.1995129324202972,True,ok,800,800,800,1.0,0.615554928779602,0.7563021183013916,0.0035421133842906682,-0.009696287366758621,0.010323010991272552,0.0007707864250032335,0.9999915426835037,-8.457316496346401e-06
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,13,0.2161390101219886,True,ok,800,800,800,1.0,0.6087024211883545,0.7572752237319946,0.0010312844398548,0.010336662078046382,0.010387980097767265,0.00021830739726063552,0.9999902625594873,-9.737440512691542e-06
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,14,0.23276508782368005,True,ok,800,800,800,1.0,0.6181083917617798,0.7581093311309814,0.011338531788227413,0.0022011993157103503,0.011550219977997269,0.0007123741602658823,0.9999963376825864,-3.6623174135552716e-06
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,15,0.24939116552537147,True,ok,800,800,800,1.0,0.6094319820404053,0.7581093311309814,-0.011460425943986878,0.007209928536925023,0.013539735312227241,-0.0006342727393463544,0.9999866149960076,-1.3385003992394395e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,16,0.2660172432270629,True,ok,800,800,799,0.99875,0.6181865930557251,0.7572752237319946,0.010858794544233413,0.0014220397640464276,0.010951512043750057,0.0005315222883990454,0.9999990231039039,-9.768960961276107e-07
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,17,0.2826433209287543,True,ok,800,800,799,0.99875,0.6201146841049194,0.7571825981140137,-0.01798894388123451,-0.0043683515145782215,0.018511742136198914,-0.001422795602995652,0.9999991638339673,-8.361660327471654e-07
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,18,0.29926939863044577,True,ok,800,800,800,1.0,0.6198279857635498,0.7563021183013916,0.02130012169216732,-0.007055954315133776,0.02243839734469447,0.0013776681609486093,1.0000310485168982,3.10485168981689e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,19,0.3158954763321372,True,ok,800,800,798,0.9975,0.6312141418457031,0.7581093311309814,-0.0011153280965799448,-0.0045103776542233165,0.004646231090543998,0.0005544229709054194,1.000000018264385,1.8264384893385e-08
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,20,0.33252155403382866,True,ok,800,800,800,1.0,0.6056279540061951,0.7599165439605713,-0.0024460684156657753,0.0050580990201233855,0.005618506597975198,-0.0004744375309282071,0.9999871350313962,-1.2864968603754079e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,21,0.34914763173552005,True,ok,800,800,800,1.0,0.615007758140564,0.759036123752594,0.00859116665509821,0.005501724357660113,0.01020181922028331,0.0006920461453337238,1.0000071963970343,7.196397034281432e-06
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,22,0.3657737094372115,True,ok,800,800,800,1.0,0.6307191252708435,0.759036123752594,-0.007475774518472769,0.015784264863057146,0.01746511442614068,-0.0016948123404031867,0.9999780473387421,-2.195266125792905e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,23,0.38239978713890294,True,ok,800,800,800,1.0,0.6260812878608704,0.7617238163948059,-0.001716025982301056,-0.010627003429900885,0.010764661958048543,0.0005379579460524468,1.0000301331340562,3.013313405619833e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,24,0.3990258648405944,True,ok,800,800,800,1.0,0.6188900470733643,0.7590361833572388,-0.006648720369517614,0.017309445327039617,0.01854244806064755,-0.0015858553817629686,0.9999998206046299,-1.7939537011457674e-07
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,25,0.41565194254228577,True,ok,800,800,800,1.0,0.6208702325820923,0.7943001985549927,0.011044044740101885,-0.019651765795775544,0.022542467103522312,0.0015831576441877387,0.9999968174161581,-3.182583841909725e-06
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,26,0.4322780202439772,True,ok,800,800,800,1.0,0.6213913559913635,0.7607506513595581,-0.006546733872373214,0.01127067826698664,0.01303410576117916,-0.0003339507940459249,0.9999974094459442,-2.5905540558257556e-06
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,27,0.44890409794566866,True,ok,800,800,800,1.0,0.6285825967788696,0.7951806783676147,-0.011177008102399575,0.007592560103009947,0.01351193838939936,-0.0011484799282149196,0.9999783648254519,-2.163517454811803e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,28,0.4655301756473601,True,ok,800,800,799,0.99875,0.6215737462043762,0.7625579833984375,-0.00014212290152825977,-0.0036069611504724874,0.0036097600557594713,0.0006057003469798814,1.0000187988766873,1.8798876687320387e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,29,0.48215625334905154,True,ok,800,800,799,0.99875,0.61552894115448,0.7634847164154053,-0.005832047884035237,-0.015927092466717876,0.01696128111214071,0.00022018584463839175,1.0000233667491831,2.3366749183129087e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,30,0.49878233105074293,True,ok,800,800,800,1.0,0.6296769380569458,0.7952269911766052,-0.004428441040841745,-0.00590290260380409,0.007379386776840513,-0.00012461418340094495,0.9999995394880917,-4.6051190827345323e-07
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,31,0.5154084087524344,True,ok,800,800,800,1.0,0.6290515661239624,0.7961074709892273,-0.0010753332514045616,0.012560891081734707,0.012606836493299134,9.056723531623334e-05,0.9999855641730463,-1.4435826953707043e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,32,0.5320344864541258,True,ok,800,800,800,1.0,0.6160500645637512,0.7617238163948059,-0.003668808093276284,-0.017933526640444227,0.01830495918020066,-8.775335090708689e-05,1.00001570162198,1.5701621979946623e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,33,0.5486605641558172,True,ok,800,800,800,1.0,0.6196455955505371,0.7608433365821838,0.009720646997513011,-0.00688014789476537,0.01190913150083175,0.0009240762896755799,1.0000191374737537,1.9137473753705336e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,34,0.5652866418575087,True,ok,800,800,800,1.0,0.6135748028755188,0.759036123752594,0.015410896894925908,0.013400948774365639,0.02042256524433718,0.00018582279661949415,0.9999646793324288,-3.532066757117036e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,35,0.5819127195592001,True,ok,800,800,800,1.0,0.6134445667266846,0.7608433365821838,0.008403082137789505,0.024646724206489376,0.026039831096326,-0.0011377905058038737,0.999974993056682,-2.5006943317973374e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,36,0.5985387972608915,True,ok,800,800,800,1.0,0.6175612211227417,0.7590824365615845,-0.0289610448357355,-0.008866148002879774,0.03028779784643398,-0.0008594673807219307,1.0000256745226435,2.5674522643459596e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,37,0.615164874962583,True,ok,800,800,800,1.0,0.618629515171051,0.7590824365615845,0.011955544771152904,-0.020520359717896508,0.023749109745986506,0.0007562426826640995,1.0000181369899965,1.8136989996531128e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,38,0.6317909526642744,True,ok,800,800,800,1.0,0.6093798875808716,0.7599629163742065,-0.00020782272740465098,0.0013822224928388333,0.0013977586722090142,-0.0003994746987111144,0.9999872597599703,-1.27402400297294e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,39,0.6484170303659659,True,ok,800,800,800,1.0,0.609171450138092,0.7590824365615845,0.0008445896143270305,-0.008602755859767624,0.008644115917744005,0.001275098710940063,1.0000138985618237,1.3898561823655342e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,40,0.6650431080676573,True,ok,800,800,800,1.0,0.609874963760376,0.7599629163742065,-0.013178176893979937,0.010381631982274233,0.016776251931358382,-0.00205946577241426,0.9999929281856186,-7.0718143814207934e-06
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,41,0.6816691857693487,True,ok,800,800,800,1.0,0.6191245317459106,0.759036123752594,0.019812165824686492,0.00914671622046414,0.02182164824853011,0.0005799779090210896,0.999977844793543,-2.215520645698632e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,42,0.6982952634710401,True,ok,800,800,800,1.0,0.630198061466217,0.7581556439399719,-0.001056929612606112,-0.014368530399220862,0.014407351111128574,0.0008105695443740339,1.0000163871667278,1.6387166727804825e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,43,0.7149213411727315,True,ok,800,800,800,1.0,0.62657630443573,0.759036123752594,-0.005979330793760236,0.02553300769075696,0.02622378459485708,-0.0015733537957831694,0.9999884427582125,-1.1557241787474304e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,44,0.731547418874423,True,ok,800,800,800,1.0,0.6358259320259094,0.7590824365615845,0.011572518683134463,-0.017325701748040868,0.020835141701787453,0.001302069786744369,1.0000058076258067,5.807625806708572e-06
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,45,0.7481734965761144,True,ok,800,800,800,1.0,0.6353309154510498,0.7590824365615845,-0.00979342242876512,-0.009055902441000413,0.013338684038883181,-7.73169777378934e-05,1.0000315426054618,3.154260546178733e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,46,0.7647995742778059,True,ok,800,800,800,1.0,0.6369463801383972,0.759036123752594,0.013335117624184172,-0.014814097153185792,0.01993195516036635,0.0007955073785855317,1.0000067482216946,6.74822169455247e-06
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,47,0.7814256519794973,True,ok,800,800,800,1.0,0.6587284803390503,0.7572288513183594,-0.004877524261199084,0.04290560181113623,0.04318195120295472,-0.0013658531473689007,0.9999483273868688,-5.167261313121507e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,48,0.7980517296811888,True,ok,800,800,800,1.0,0.6587284803390503,0.7572752237319946,0.011987587579989935,0.003162147017855832,0.012397638071441813,0.00030125611683544525,0.9999786429475961,-2.1357052403914167e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,49,0.8146778073828802,True,ok,800,800,800,1.0,0.6560969352722168,0.7562557458877563,0.007180119563517051,-0.010127738011816656,0.012414716838591055,0.00038717539239998535,1.0000117846448622,1.178464486217834e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,50,0.8313038850845715,True,ok,800,800,800,1.0,0.6609171628952026,0.7572289109230042,-0.015814520778239638,-0.0241916199737153,0.028902137367295768,-0.0004728695141326848,1.0000385859427425,3.858594274253058e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,51,0.847929962786263,True,ok,800,800,800,1.0,0.6714174151420593,0.7581557035446167,0.02027000000196409,-0.007913595357337384,0.02176000669943132,0.0011062945011487506,0.9999770511585595,-2.294884144049547e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,52,0.8645560404879544,True,ok,800,800,800,1.0,0.6718603372573853,0.7581093311309814,-0.020048461049587435,-0.013427856247127227,0.024129817940679497,-0.0005251730751230632,1.0000233686419013,2.3368641901333476e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,53,0.8811821181896459,True,ok,800,800,800,1.0,0.6603439450263977,0.759036123752594,0.016914654111518573,0.024682102369768012,0.029921759659218238,-7.226522811586748e-05,0.9999704166417791,-2.9583358220897082e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,54,0.8978081958913373,True,ok,800,800,800,1.0,0.6556279063224792,0.7572288513183594,0.0007565316549526662,0.0005810931988714686,0.000953944154927371,0.00010509780699113928,0.9999977998170073,-2.2001829926843186e-06
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,55,0.9144342735930288,True,ok,800,800,800,1.0,0.6415320038795471,0.759036123752594,0.00704245172926897,0.010798554783846892,0.012892048393441055,0.0005956530215521909,0.9999964354929195,-3.5645070805001566e-06
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,56,0.9310603512947202,True,ok,800,800,799,0.99875,0.6416362524032593,0.7581093311309814,0.008505560590086152,-0.011017966150768223,0.013919056686826914,0.0008161324930762638,1.0000089062051425,8.906205142489299e-06
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,57,0.9476864289964116,True,ok,800,800,790,0.9875,0.6195935606956482,0.7571825981140137,0.0200614320614346,0.007679540383558285,0.021481070663685705,0.0011760120218122269,0.9999724540904962,-2.7545909503823296e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,58,0.9643125066981031,True,ok,800,800,800,1.0,0.6624544262886047,0.7581556439399719,-0.005360066057455454,0.001646044041974798,0.0056071177202201465,-0.00039802516016675175,1.0000108529660547,1.0852966054741842e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,59,0.9809385843997945,True,ok,800,800,799,0.99875,0.6591453552246094,0.7582020163536072,-0.0027886586098654596,-0.0036689109937507805,0.004608418896155393,0.0001457289056981104,1.0000025508202797,2.550820279667576e-06
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,60,0.9975646621014859,True,ok,800,800,800,1.0,0.6649296879768372,0.7571825385093689,0.010139692616152829,-0.008200292990298265,0.013040635393906198,0.0005242234667803542,0.9999862887441712,-1.3711255828829927e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,61,1.0141907398031773,True,ok,800,800,799,0.99875,0.6603960990905762,0.7572752237319946,-0.002850437869635236,0.01646380893301319,0.01670874024669172,-0.0007234617947494111,0.9999917626070562,-8.23739294375514e-06
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,62,1.0308168175048689,True,ok,800,800,800,1.0,0.6644867062568665,0.7581557035446167,-0.0006578061869312397,-0.01014786303055588,0.010169160883105734,0.0007389845664233684,1.000011202303208,1.1202303207946684e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,63,1.0474428952065602,True,ok,800,800,800,1.0,0.6696977019309998,0.7581093311309814,-0.0049099148776398285,0.004489445564835632,0.0066529982402892054,-0.00026871296847681475,1.0000057615320386,5.761532038572881e-06
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,64,1.0640689729082515,True,ok,800,800,800,1.0,0.6655288934707642,0.7563021183013916,-0.014178312864909023,-0.03134676915261858,0.03440413480968246,0.0004517776630208322,1.000045023518803,4.5023518802977947e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,65,1.080695050609943,True,ok,800,800,799,0.99875,0.6709744930267334,0.7582020163536072,0.016799175564446024,0.01955863074224025,0.025782791473313856,-0.0002457378061870345,0.9999661057423409,-3.389425765909504e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,66,1.0973211283116344,True,ok,800,800,800,1.0,0.6733455061912537,0.7581556439399719,0.0059210764414487265,0.008750780659314101,0.010565761135521892,-0.0005382874399254455,0.9999928750991012,-7.124900898825004e-06
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,67,1.113947206013326,True,ok,800,800,800,1.0,0.6712089776992798,0.7572289109230042,0.00410943875978599,0.014759843662739117,0.015321242504083392,4.196045258229496e-05,0.9999672418344878,-3.2758165512181137e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,68,1.1305732837150173,True,ok,800,800,800,1.0,0.6696456670761108,0.7562557458877563,-0.052604858308145264,-0.05661827356587115,0.07728453932837967,-0.0011922773011065798,1.0001175891617593,0.00011758916175930167
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,69,1.1471993614167089,True,ok,800,800,800,1.0,0.669489324092865,0.7563021183013916,0.03589445293285655,0.03000655373655501,0.04678466648907329,0.0011731415599698014,0.999936672856713,-6.33271432870508e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,70,1.1638254391184002,True,ok,800,800,800,1.0,0.6702449917793274,0.7572288513183594,-0.008280127112667367,-0.009184248359302247,0.012365715625360112,0.00030328566633844724,1.0000129491110115,1.2949111011462122e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,71,1.1804515168200918,True,ok,800,800,800,1.0,0.6913756728172302,0.7581093311309814,0.004916744724808804,6.339628658875718e-05,0.004917153422264598,-0.000363918192047356,1.0000036185937156,3.618593715559726e-06
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,72,1.197077594521783,True,ok,800,800,800,1.0,0.6979937553405762,0.7554216384887695,0.001703242092289342,-0.002076517113141622,0.0026856948721171196,0.0003452719625141943,0.9999977770756047,-2.222924395334225e-06
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,73,1.2137036722234744,True,ok,800,800,800,1.0,0.7089108824729919,0.755375325679779,0.009019695984061049,0.03255725015923944,0.03378356780412903,-0.0010805190555576048,0.9999566969202351,-4.330307976485592e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,74,1.230329749925166,True,ok,800,800,800,1.0,0.7124543786048889,0.755375325679779,0.023795619452512993,0.010798508833701722,0.02613119396737066,0.0007001991081572457,0.9999594286611744,-4.057133882562347e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,75,1.2469558276268573,True,ok,800,800,800,1.0,0.7175872325897217,0.7562558054924011,-0.0195564387561313,-0.027023450864352948,0.033357475825374024,-0.0004204324879411688,1.0000446976320703,4.4697632070267446e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,76,1.2635819053285489,True,ok,800,800,800,1.0,0.6776706576347351,0.7571825981140137,-0.010588799715224619,0.014112162681816282,0.017643010371452744,-0.0008426303604478467,0.9999868104784436,-1.3189521556378203e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,77,1.2802079830302402,True,ok,800,800,800,1.0,0.6769671440124512,0.7581093311309814,-0.03725114453893337,-0.0579179259849032,0.06886315357179942,-0.0006487768638275115,1.0000929367197338,9.29367197337605e-05
/Users/cr/Codes/screen-normalize/runs/proposal_best_geometry_gate/VID20260621024117_normalized.mp4,78,1.2968340607319317,True,ok,800,800,800,1.0,0.6650077700614929,0.7563021183013916,0.0184863758566161,0.060940540110248555,0.06368277256245124,-0.0012706284258537876,0.9999273651574327,-7.263484256725405e-05
